School ID,School Name,Enrollment Pct.3,college_enroll_pct,year,ncessch,school_id,school_name,leaid,lea_name,state_leaid,seasch,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,phone,fips,latitude,longitude,csa,cbsa,urban_centric_locale,county_code,school_level,school_type,school_status,lowest_grade_offered,highest_grade_offered,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,charter,magnet,shared_time,virtual,teachers_fte,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,elem_cedp,high_cedp,middle_cedp,ungrade_cedp,enrollment,state_leg_district_lower,state_leg_district_upper,ncessch_num,congress_district_id,direct_certification,lunch_program,schoolid_cps,schoolname_cps,fullname_cps,schoolname2_cps,isbe_name_cps,street_number_cps,street_direction_cps,street_name_cps,city_cps,state_cps,zip_cps,cps_unit_cps,oracleid_cps,school_category_cps,community_area_number_cps,community_area_cps,geographicarea_cps,geographic_area_number_cps,cook_county_district_cps,census_block_cps,latitude_cps,longitude_cps,ncessch_num_cps,ncessch_cps,census_tract_cps,cps_ccd_cw_merge,cw_not_in_cps_col_enrl,crdc_id,enrollment_crdc,teachers_certified_fte_crdc,counselors_fte_crdc,law_enforcement_fte_crdc,salaries_crdc,enrl_AP_crdc,enrl_AP_science_crdc,enrl_AP_math_crdc,enrl_AP_other_crdc,enrl_AP_language_crdc,crdc_not_matched,tot_hhld_census_tract,internet_rate,emp_rate_25_64,above_pov_rate,acs_not_matched,oracle_id,FY 2017 Ending Budget,cps_budget_not_in_cps_col_enrl,food_stamps,median_earnings,census_tract,inc_fs_not_matched,ctfips,ds_pm_pred,aqi_not_matched
609715,KELLY HS,64.7,64.7,2017,170993000920,920,Kelly High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900022,4136 S California Av,Chicago,IL,60632,4136 S California Av,Chicago,IL,60632,(773)535-4900,Illinois,41.818178,-87.694838,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,98.0,1807.0,0.0,1807.0,No,Yes,No,No,1881.0,17021,17011,170993000920,1704,,Yes under the Community Eligibility Provision (CEP),609715,Kelly HS,Thomas Kelly High School,Kelly HS,Kelly High School,4136,S,California Ave,Chicago,IL,60632,1400.0,46181,HS,58.0,Brighton Park,McKinley Park,17.0,7.0,170315805012008,41.7537488720999,-87.6016906389999,170993000920,170993000920,17031580501,both,both,170993000920,1891,122.0,4.0,0.0,9806303.0,168,40,27,132,0,both,1379,62.94416243654823,91.2,72.3,both,46181,20742829,both,389,23895,17031580501,both,17031580501,70.9734,both
609711,HARPER HS,63.9,63.9,2017,170993000852,852,Harper High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900017,6520 S Wood St,Chicago,IL,60636,6520 S Wood St,Chicago,IL,60636,(773)535-9150,Illinois,41.775322,-87.669837,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,10.0,131.0,0.0,131.0,No,Yes,No,No,133.0,17006,17003,170993000852,1707,,Yes under the Community Eligibility Provision (CEP),609711,Harper HS,William Rainey Harper High School,Harper HS,Harper High School,6520,S,Wood St,Chicago,IL,60636,1360.0,46151,HS,67.0,West Englewood,Englewood,4.0,2.0,170316713001026,41.7910134089,-87.6889172814999,170993000852,170993000852,17031671300,both,both,170993000852,134,10.0,1.0,1.0,1423875.125,0,0,0,0,0,both,606,48.18481848184818,69.3,75.6,both,46151,3616671,both,276,20599,17031671300,both,17031671300,70.0134,both
609723,MARSHALL HS,63.2,63.2,2017,170993000972,972,Marshall Metropolitan High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900029,3250 W Adams St,Chicago,IL,60624,3250 W Adams St,Chicago,IL,60624,(773)534-6455,Illinois,41.878873,-87.707189,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,Yes,No,No,24.0,329.0,0.0,329.0,No,Yes,No,No,337.0,17010,17005,170993000972,1707,,Yes under the Community Eligibility Provision (CEP),609723,Marshall HS,John Marshall Metropolitan High School,Marshall HS,Marshall Metropolitan High School,3250,W,Adams St,Chicago,IL,60624,1470.0,47041,HS,27.0,East Garfield Park,Garfield - West Humboldt,20.0,1.0,170312713001004,41.9466720153999,-87.6910127403999,170993000972,170993000972,17031271300,both,both,170993000972,341,28.0,0.0,0.0,2315346.75,22,0,0,22,0,both,360,65.83333333333333,83.1,45.3,both,47041,5789239,both,156,24415,17031271300,both,17031271300,72.2265,both
609764,JUAREZ HS,62.8,62.8,2017,170993000722,722,Juarez Community Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900767,2150 S Laflin St,Chicago,IL,60608,2150 S Laflin St,Chicago,IL,60608,(773)534-7030,Illinois,41.852914,-87.66456,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,100.0,1678.0,0.0,1678.0,No,Yes,No,No,1743.0,17002,17001,170993000722,1704,,Yes under the Community Eligibility Provision (CEP),609764,Juarez HS,Benito Juarez Community Academy High School,Juarez HS,Juarez Community Academy HS,2150,S,Laflin St,Chicago,IL,60608,1890.0,46421,HS,31.0,Lower West Side,Pilsen - Little Village,16.0,7.0,170313107001020,41.7074460748,-87.6030643545,170993000722,170993000722,17031310700,both,both,170993000722,1734,110.0,5.0,0.0,7768499.0,183,0,0,183,0,both,505,75.24752475247524,94.7,73.8,both,46421,15191521,both,75,22589,17031310700,both,17031310700,70.56569999999999,both
609710,HARLAN HS,62.3,62.3,2017,170993000851,851,Harlan Community Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900016,9652 S Michigan Ave,Chicago,IL,60628,9652 S Michigan Ave,Chicago,IL,60628,(773)535-5400,Illinois,41.71875,-87.621348,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,25.0,369.0,0.0,369.0,No,Yes,No,No,382.0,17034,17017,170993000851,1701,,Yes under the Community Eligibility Provision (CEP),609710,Harlan HS,John M Harlan Community Academy High School,Harlan HS,Harlan Community Academy HS,9652,S,Michigan Ave,Chicago,IL,60628,1350.0,51021,HS,49.0,Roseland,Chatham,12.0,4.0,170314905002004,41.9397961358,-87.7542032879999,170993000851,170993000851,17031490500,both,both,170993000851,386,27.0,1.0,0.0,2646353.5,0,0,0,0,0,both,729,74.62277091906722,79.7,84.9,both,51021,6872795,both,189,25455,17031490500,both,17031490500,68.8012,both
610394,UPLIFT HS,61,61.0,2017,170993005787,5787,Uplift Community High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900829,900 W Wilson Ave,Chicago,IL,60640,900 W Wilson Ave,Chicago,IL,60640,(773)534-2875,Illinois,41.965948,-87.65217,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,19.0,228.0,0.0,228.0,No,Yes,No,No,241.0,17013,17007,170993005787,1709,,Yes under the Community Eligibility Provision (CEP),610394,Uplift HS,Uplift Community High School,Uplift HS,Uplift Community High School,900,W,Wilson Ave,Chicago,IL,60640,2210.0,26861,HS,3.0,Uptown,Ravenswood,30.0,10.0,170310315013003,41.7820414043,-87.6716251948,170993005787,170993005787,17031031501,both,both,170993005787,242,20.5,1.0,0.0,1783062.875,0,0,0,0,0,both,1776,66.0472972972973,88.5,55.8,both,26861,3978280,both,691,26314,17031031501,both,17031031501,70.4863,both
609780,MARINE LEADERSHIP AT AMES HS,59.2,59.2,2017,170993002618,2618,Marine Leadership Academy - Ames,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629902912,1920 N Hamlin Ave,Chicago,IL,60647,1920 N Hamlin Ave,Chicago,IL,60647,(773)534-4970,Illinois,41.916146,-87.722135,176,16980,City large,17031,High,Regular school,Open,7,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,47.0,835.0,0.0,835.0,No,Yes,Yes,No,867.0,17004,17002,170993002618,1704,,Yes under the Community Eligibility Provision (CEP),609780,Ames,Ames Middle School,Ames,Ames Middle School,1920,N,Hamlin Ave,Chicago,IL,60647,2090.0,41111,MS,22.0,Logan Square,Logan,9.0,8.0,170312229001004,41.8338264794999,-87.6506520970999,170993002618,170993002618,17031222900,both,both,170993002618,864,55.0,3.0,0.0,4807651.5,98,0,0,98,0,both,300,77.66666666666666,96.0,81.6,both,41111,8528093,both,72,23850,17031222900,both,17031222900,72.1508,both
609729,SCHURZ HS,59,59.0,2017,170993001111,1111,Schurz High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900036,3601 N Milwaukee Ave,Chicago,IL,60641,3601 N Milwaukee Ave,Chicago,IL,60641,(773)534-3420,Illinois,41.947454,-87.735529,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,102.0,1613.0,0.0,1613.0,No,Yes,No,No,1751.0,17040,17020,170993001111,1705,,Yes under the Community Eligibility Provision (CEP),609729,Schurz HS,Carl Schurz High School,Schurz HS,Schurz High School,3601,N,Milwaukee Ave,Chicago,IL,60641,1530.0,46281,HS,16.0,Irving Park,Albany Irving,27.0,12.0,170311611002015,41.8238525306,-87.6197957432,170993001111,170993001111,17031161100,both,both,170993001111,1739,114.0,4.0,4.0,8516623.0,178,25,59,130,0,both,746,80.02680965147452,98.7,98.2,both,46281,18449897,both,56,63565,17031161100,both,17031161100,72.2578,both
609698,BOGAN HS,58.1,58.1,2017,170993000626,626,Bogan High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900003,3939 W 79th St,Chicago,IL,60652,3939 W 79th St,Chicago,IL,60652,(773)535-2180,Illinois,41.748598,-87.720583,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,46.0,719.0,0.0,719.0,No,Yes,No,No,778.0,17032,17016,170993000626,1701,,Yes under the Community Eligibility Provision (CEP),609698,Bogan HS,William J Bogan High School,Bogan HS,Bogan High School,3939,W,79th St,Chicago,IL,60652,1230.0,46041,HS,70.0,Ashburn,Ashburn,6.0,11.0,170317004012009,41.7914364693,-87.7244699628,170993000626,170993000626,17031700401,both,both,170993000626,781,56.0,1.0,2.0,4260358.5,0,0,0,0,0,both,1857,74.31340872374797,92.0,85.0,both,46041,9157882,both,415,32458,17031700401,both,17031700401,70.2741,both
400091,CHICAGO TECH HS,56.4,56.4,2017,170993006076,6076,Chicago Technology Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900850,1301 W 14th St,Chicago,IL,60608,1301 W 14th St,Chicago,IL,60608,(773)534-7755,Illinois,41.863183,-87.659626,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,22.0,223.0,0.0,223.0,No,Yes,No,No,241.0,17009,17005,170993006076,1707,,Yes under the Community Eligibility Provision (CEP),400091,Chicago Tech Academy,Chicago Technology Academy High School,Chicago Tech Academy,Chicago Technology Academy HS,1301,W,14th St,Chicago,IL,60608,8022.0,63091,HS,28.0,Near West Side,Near West,23.0,2.0,170318429003010,41.8633288357,-87.6590960191,170993006076,170993006076,17031842900,both,both,170993006076,240,23.0,1.0,0.0,2236946.0,37,0,0,36,0,both,1148,46.86411149825784,92.8,63.7,both,63091,3339878,both,429,24038,17031842900,both,17031842900,70.8892,both
609750,SIMPSON HS,55,55.0,2017,170993004383,4383,Simpson Academy High School for Young Women,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629903732,1321 S Paulina St,Chicago,IL,60608,1321 S Paulina St,Chicago,IL,60608,(773)534-7812,Illinois,41.864477,-87.668483,176,16980,City large,17031,High,Regular school,Open,6,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,10.0,37.0,0.0,37.0,No,Yes,Yes,No,37.0,17009,17005,170993004383,1707,,Yes under the Community Eligibility Provision (CEP),609750,Simpson HS,Simpson Academy High School for Young Women,Simpson HS,Simpson Acad HS for Young Women,1321,S,Paulina St,Chicago,IL,60608,1750.0,49051,HS,28.0,Near West Side,Near West,23.0,2.0,170318429004065,41.8425338464,-87.695224323,170993004383,170993004383,17031842900,both,both,170993004383,42,12.0,1.0,0.0,633842.375,0,0,0,0,0,both,1148,46.86411149825784,92.8,63.7,both,49051,1876352,both,429,24038,17031842900,both,17031842900,70.8892,both
609733,SULLIVAN HS,56.4,56.4,2017,170993001149,1149,Sullivan High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900042,6631 N Bosworth Ave,Chicago,IL,60626,6631 N Bosworth Ave,Chicago,IL,60626,(773)534-2000,Illinois,42.002831,-87.668928,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,36.0,684.0,0.0,684.0,No,Yes,No,No,730.0,17014,17007,170993001149,1709,,Yes under the Community Eligibility Provision (CEP),609733,Sullivan HS,Roger C Sullivan High School,Sullivan HS,Sullivan High School,6631,N,Bosworth Ave,Chicago,IL,60626,1570.0,46301,HS,1.0,Rogers Park,Ravenswood,30.0,10.0,170318306001000,41.9890331928,-87.6651879968,170993001149,170993001149,17031830600,both,both,170993001149,723,48.5,2.0,3.0,3656245.75,22,0,0,22,0,both,1868,79.55032119914347,94.1,80.8,both,46301,7401090,both,387,29520,17031830600,both,17031830600,71.0577,both
609708,FOREMAN HS,54.6,54.6,2017,170993000799,799,Foreman High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900013,3235 N Leclaire Ave,Chicago,IL,60641,3235 N Leclaire Ave,Chicago,IL,60641,(773)534-3400,Illinois,41.939595,-87.753937,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,43.0,765.0,0.0,765.0,No,Yes,No,No,798.0,17039,17020,170993000799,1704,,Yes under the Community Eligibility Provision (CEP),609708,Foreman HS,Edwin G Foreman High School,Foreman HS,Foreman High School,3235,N,LeClaire Ave,Chicago,IL,60641,1330.0,46131,HS,15.0,Portage Park,Albany Irving,27.0,12.0,170311510012004,41.6899513075999,-87.6375354477,170993000799,170993000799,17031151001,both,both,170993000799,792,52.0,2.0,0.0,4318621.0,15,0,0,15,0,both,884,64.02714932126696,94.7,80.2,both,46131,10672391,both,174,30292,17031151001,both,17031151001,72.63640000000001,both
609761,CORLISS HS,52.6,52.6,2017,170993001072,1072,Corliss High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900543,821 E 103rd St,Chicago,IL,60628,821 E 103rd St,Chicago,IL,60628,(773)535-5115,Illinois,41.706533,-87.602607,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,22.0,269.0,0.0,269.0,No,Yes,No,No,308.0,17034,17017,170993001072,1702,,Yes under the Community Eligibility Provision (CEP),609761,Corliss HS,George H Corliss High School,Corliss HS,Corliss High School,821,E,103rd St,Chicago,IL,60628,1860.0,46391,HS,50.0,Pullman,Far South Side,22.0,4.0,170315002001003,41.9026253079999,-87.6869428735,170993001072,170993001072,17031500200,both,both,170993001072,310,25.0,1.0,1.0,2151689.75,73,0,25,65,0,both,790,58.22784810126582,80.5,67.6,both,46391,5540143,both,460,24637,17031500200,both,17031500200,68.5259,both
609676,DUNBAR HS,51.7,51.7,2017,170993000588,588,Dunbar Vocational Career Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900531,3000 S King Dr,Chicago,IL,60616,3000 S King Dr,Chicago,IL,60616,(773)534-9000,Illinois,41.839591,-87.618741,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,28.0,437.0,0.0,437.0,No,Yes,No,No,439.0,17005,17003,170993000588,1701,,Yes under the Community Eligibility Provision (CEP),609676,Dunbar HS,Paul Laurence Dunbar Career Academy High School,Dunbar HS,Dunbar Vocational Career Acad HS,3000,S,King Dr,Chicago,IL,60616,1030.0,53021,HS,35.0,Douglas,Bronzeville,15.0,3.0,170318392001005,41.8875163594999,-87.702165851,170993000588,170993000588,17031839200,both,both,170993000588,457,35.0,1.0,5.0,2850257.75,0,0,0,0,0,both,1418,75.66995768688294,90.9,77.8,both,53021,7836177,both,304,28500,17031839200,both,17031839200,69.6054,both
609740,WELLS HS,50.9,50.9,2017,170993001192,1192,Wells Community Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900049,936 N Ashland Ave,Chicago,IL,60622,936 N Ashland Ave,Chicago,IL,60622,(773)534-7010,Illinois,41.899153,-87.668346,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,23.0,347.0,0.0,347.0,No,Yes,No,No,380.0,17004,17002,170993001192,1705,,Yes under the Community Eligibility Provision (CEP),609740,Wells HS,Wells Community Academy High School,Wells HS,Wells Community Academy HS,936,N,Ashland Ave,Chicago,IL,60622,1640.0,51071,HS,24.0,West Town,Near North,10.0,1.0,170312421003000,41.9182675643,-87.6460460882999,170993001192,170993001192,17031242100,both,both,170993001192,380,28.5,2.0,0.0,2324199.0,96,0,22,90,0,both,1666,95.49819927971188,96.6,93.9,both,51071,5153674,both,88,55991,17031242100,both,17031242100,70.5677,both
609705,FENGER HS,49,49.0,2017,170993000792,792,Fenger Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900012,11220 S Wallace St,Chicago,IL,60628,11220 S Wallace St,Chicago,IL,60628,(773)535-5430,Illinois,41.689552,-87.637839,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,13.0,238.0,0.0,238.0,No,Yes,No,No,244.0,17028,17014,170993000792,1702,,Yes under the Community Eligibility Provision (CEP),609705,Fenger HS,Christian Fenger Academy High School,Fenger HS,Fenger Academy High School,11220,S,Wallace St,Chicago,IL,60628,1310.0,46111,HS,49.0,Roseland,Far South Side,22.0,5.0,170314912003013,41.8775287339,-87.6832489541999,170993000792,170993000792,17031491200,both,both,170993000792,251,13.0,1.0,0.0,1526499.125,0,0,0,0,0,both,694,69.88472622478386,80.2,72.6,both,46111,3762467,both,212,24266,17031491200,both,17031491200,68.6833,both
610334,RABY HS,48.5,48.5,2017,170993005075,5075,Raby High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900826,3545 W Fulton Blvd,Chicago,IL,60624,3545 W Fulton Blvd,Chicago,IL,60624,(773)534-6755,Illinois,41.8858,-87.715382,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,28.0,378.0,0.0,378.0,No,Yes,No,No,381.0,17010,17005,170993005075,1707,,Yes under the Community Eligibility Provision (CEP),610334,Raby HS,Al Raby High School,Raby HS,Raby High School,3545,W,Fulton Blvd,Chicago,IL,60624,7690.0,46471,HS,27.0,East Garfield Park,Garfield - West Humboldt,20.0,1.0,170318368001018,41.9339427617999,-87.7080400419,170993005075,170993005075,17031836800,both,both,170993005075,378,31.5,1.0,0.0,2326997.0,0,0,0,0,0,both,936,50.0,90.0,40.3,both,46471,5332785,both,577,18250,17031836800,both,17031836800,71.3527,both
609682,RICHARDS HS,47.6,47.6,2017,170993000718,718,Richards Career Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900536,5009 S Laflin St,Chicago,IL,60609,5009 S Laflin St,Chicago,IL,60609,(773)535-4945,Illinois,41.802843,-87.662097,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,15.0,213.0,0.0,213.0,No,Yes,No,No,217.0,17006,17003,170993000718,1707,,Yes under the Community Eligibility Provision (CEP),609682,Richards HS,Ellen H Richards Career Academy High School,Richards HS,Richards Career Academy HS,5009,S,Laflin St,Chicago,IL,60609,1110.0,53051,HS,61.0,New City,McKinley Park,17.0,7.0,170316112002020,41.9200600619,-87.7610115834,170993000718,170993000718,17031611200,both,both,170993000718,217,16.0,1.0,0.0,1497494.625,0,0,0,0,0,both,708,53.53107344632768,85.9,57.8,both,53051,3326017,both,241,16722,17031611200,both,17031611200,70.8346,both
609712,HIRSCH HS,46.9,46.9,2017,170993000879,879,Hirsch Metropolitan High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900019,7740 S Ingleside Ave,Chicago,IL,60619,7740 S Ingleside Ave,Chicago,IL,60619,(773)535-3100,Illinois,41.753954,-87.601929,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,Yes,No,No,7.0,135.0,0.0,135.0,No,Yes,No,No,136.0,17005,17003,170993000879,1701,,Yes under the Community Eligibility Provision (CEP),609712,Hirsch HS,Emil G Hirsch Metropolitan High School,Hirsch HS,Hirsch Metropolitan High School,7740,S,Ingleside Ave,Chicago,IL,60619,1380.0,47031,HS,69.0,Greater Grand Crossing,South Shore,11.0,3.0,170316915003000,41.7183727975,-87.6205868145,170993000879,170993000879,17031691500,both,both,170993000879,137,12.0,1.0,0.0,1038801.938,1,0,0,1,0,both,781,48.52752880921895,74.8,62.9,both,47031,3646071,both,401,23819,17031691500,both,17031691500,69.0189,both
609762,JULIAN HS,46.9,46.9,2017,170993000895,895,Julian High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900763,10330 S Elizabeth St,Chicago,IL,60643,10330 S Elizabeth St,Chicago,IL,60643,(773)535-5170,Illinois,41.70605,-87.654396,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,33.0,500.0,0.0,500.0,No,Yes,No,No,516.0,17027,17014,170993000895,1701,,Yes under the Community Eligibility Provision (CEP),609762,Julian HS,Percy L Julian High School,Julian HS,Julian High School,10330,S,Elizabeth St,Chicago,IL,60643,1870.0,46401,HS,73.0,Washington Heights,Beverly,3.0,4.0,170317307002017,41.6562905593999,-87.5905838017,170993000895,170993000895,17031730700,both,both,170993000895,516,37.0,2.0,0.0,3135945.75,93,17,12,85,0,both,716,71.22905027932961,89.1,73.3,both,46401,8576847,both,250,31094,17031730700,both,17031730700,69.4628,both
609704,FARRAGUT HS,46.5,46.5,2017,170993000788,788,Farragut Career Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900011,2345 S Christiana Av,Chicago,IL,60623,2345 S Christiana Av,Chicago,IL,60623,(773)534-1300,Illinois,41.849562,-87.708282,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,51.0,724.0,0.0,724.0,No,Yes,No,No,728.0,17021,17011,170993000788,1704,,Yes under the Community Eligibility Provision (CEP),609704,Farragut HS,David G Farragut Career Academy High School,Farragut HS,Farragut Career Academy HS,2345,S,Christiana Ave,Chicago,IL,60623,1300.0,53091,HS,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170313008001019,41.7494030471999,-87.7210981621999,170993000788,170993000788,17031300800,both,both,170993000788,728,59.0,2.0,1.0,4645916.5,17,0,0,17,0,both,1103,48.6854034451496,93.9,58.0,both,53091,10052878,both,540,18619,17031300800,both,17031300800,71.6803,both
609674,CHICAGO VOCATIONAL HS,45.2,45.2,2017,170993000943,943,Chicago Vocational Career Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900526,2100 E 87th St,Chicago,IL,60617,2100 E 87th St,Chicago,IL,60617,(773)535-6100,Illinois,41.737729,-87.572866,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,48.0,827.0,0.0,827.0,No,Yes,No,No,861.0,17033,17017,170993000943,1702,,Yes under the Community Eligibility Provision (CEP),609674,Chicago Vocational HS,Chicago Vocational Career Academy High School,Chicago Vocational HS,Chicago Vocational Career Acad HS,2100,E,87th St,Chicago,IL,60617,1010.0,53011,HS,45.0,Avalon Park,Chatham,12.0,4.0,170314503003005,41.8459653309,-87.68554722,170993000943,170993000943,17031450300,both,both,170993000943,880,53.0,4.0,0.0,4733731.5,54,0,0,54,0,both,1361,66.20132255694342,84.7,83.8,both,53011,11034938,both,356,30176,17031450300,both,17031450300,68.5325,both
609735,TILDEN HS,43.6,43.6,2017,170993001161,1161,Tilden Career Communty Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900044,4747 S Union Ave,Chicago,IL,60609,4747 S Union Ave,Chicago,IL,60609,(773)535-1625,Illinois,41.807504,-87.642518,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,20.0,236.0,0.0,236.0,No,Yes,No,No,249.0,17006,17003,170993001161,1703,,Yes under the Community Eligibility Provision (CEP),609735,Tilden HS,Edward Tilden Career Community Academy HS,Tilden HS,Tilden Career Communty Academy HS,4747,S,Union Ave,Chicago,IL,60609,1590.0,53121,HS,61.0,New City,McKinley Park,17.0,11.0,170318438001007,42.0026869267,-87.6692289262,170993001161,170993001161,17031843800,both,both,170993001161,248,23.0,1.0,0.0,2005786.0,9,0,0,11,0,both,630,70.15873015873015,79.9,76.1,both,53121,4478030,both,206,31976,17031843800,both,17031843800,69.5665,both
609722,MANLEY HS,41.7,41.7,2017,170993001125,1125,Manley Career Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900616,2935 W Polk St,Chicago,IL,60612,2935 W Polk St,Chicago,IL,60612,(773)534-6900,Illinois,41.870762,-87.700024,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,9.0,105.0,0.0,105.0,No,Yes,No,No,118.0,17009,17005,170993001125,1707,,Yes under the Community Eligibility Provision (CEP),609722,Manley HS,Manley Career Academy High School,Manley HS,Manley Career Academy High School,2935,W,Polk St,Chicago,IL,60612,1460.0,53111,HS,27.0,East Garfield Park,Garfield - West Humboldt,20.0,2.0,170312718001015,41.9547635348,-87.6689894456,170993001125,170993001125,17031271800,both,both,170993001125,114,12.0,1.0,0.0,1205192.375,17,0,0,17,0,both,213,52.11267605633802,86.3,26.3,both,53111,3128787,both,103,17400,17031271800,both,17031271800,71.8863,both
