year,ncessch,school_id,school_name,leaid,lea_name,state_leaid,seasch,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,phone,fips,latitude,longitude,csa,cbsa,urban_centric_locale,county_code,school_level,school_type,school_status,lowest_grade_offered,highest_grade_offered,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,charter,magnet,shared_time,virtual,teachers_fte,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,elem_cedp,high_cedp,middle_cedp,ungrade_cedp,enrollment,state_leg_district_lower,state_leg_district_upper,ncessch_num,congress_district_id,direct_certification,lunch_program
2017,172058002345,02345,Taft Elementary School,1720580,Joliet PSD 86,IL-56-099-0860-05,5609908602020,1125 Oregon St,Joliet,IL,60435,1125 Oregon St,Joliet,IL,60435,(815)725-2700,Illinois,41.543502,-88.116889,176,16980,Suburb large,17197,Primary,Regular school,Open,Kindergarten,5,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,28,429,0,429,Yes,No,No,No,429,17086,17043,172058002345,1711,NA,Yes under the Community Eligibility Provision (CEP)
2017,172058002346,02346,Thomas Jefferson Elem School,1720580,Joliet PSD 86,IL-56-099-0860-05,5609908602006,2651 Glenwood Ave,Joliet,IL,60435,2651 Glenwood Ave,Joliet,IL,60435,(815)725-0262,Illinois,41.530207,-88.14684,176,16980,Suburb large,17197,Primary,Regular school,Open,Kindergarten,5,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,29,456,0,456,Yes,No,No,No,456,17086,17043,172058002346,1711,NA,Yes under the Community Eligibility Provision (CEP)
2017,172058002347,02347,Woodland Elem School,1720580,Joliet PSD 86,IL-56-099-0860-05,5609908602022,701 3rd Ave,Joliet,IL,60433,701 3rd Ave,Joliet,IL,60433,(815)723-2808,Illinois,41.519347,-88.0631,176,16980,Suburb large,17197,Primary,Regular school,Open,Kindergarten,5,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,26,431,0,431,Yes,No,No,No,431,17086,17043,172058002347,1711,NA,Yes under the Community Eligibility Provision (CEP)
2017,172058002348,02348,Washington Jr High & Academy Prgm,1720580,Joliet PSD 86,IL-56-099-0860-05,5609908601004,402 Richards St,Joliet,IL,60433,402 Richards St,Joliet,IL,60433,(815)727-5271,Illinois,41.515999,-88.073372,176,16980,Suburb large,17197,Middle,Regular school,Open,6,8,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,52,829,0,829,No,No,Yes,No,829,17086,17043,172058002348,1711,NA,Yes under the Community Eligibility Provision (CEP)
2017,172058004928,04928,Carl Sandburg Elementary,1720580,Joliet PSD 86,IL-56-099-0860-05,5609908602013,1100 Lilac Ln,Joliet,IL,60435,1100 Lilac Ln,Joliet,IL,60435,(815)725-0281,Illinois,41.542581,-88.135516,176,16980,Suburb large,17197,Primary,Regular school,Open,Kindergarten,5,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,20,392,0,392,Yes,No,No,No,393,17098,17049,172058004928,1711,NA,Yes under the Community Eligibility Provision (CEP)
2017,172058004929,04929,Thompson Instructional Center,1720580,Joliet PSD 86,IL-56-099-0860-05,5609908603003,1020 Rowell Ave,Joliet,IL,60433,1020 Rowell Ave,Joliet,IL,60433,(815)740-5458,Illinois,41.505251,-88.06073,176,16980,Suburb large,17197,Primary,Regular school,Open,Kindergarten,8,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,NA,11,0,11,Yes,No,Yes,No,56,17086,17043,172058004929,1711,NA,Yes under the Community Eligibility Provision (CEP)
2017,172058005730,05730,Sator Sanchez Elem School,1720580,Joliet PSD 86,IL-56-099-0860-05,5609908602024,1101 Harrison Ave,Joliet,IL,60432,1101 Harrison Ave,Joliet,IL,60432,(815)740-2810,Illinois,41.543404,-88.068414,176,16980,Suburb large,17197,Primary,Regular school,Open,Kindergarten,5,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,55,779,5,784,Yes,No,No,No,784,17086,17043,172058005730,1711,NA,Yes under the Community Eligibility Provision (CEP)
2017,172058005731,05731,Lynne Thigpen Elem School,1720580,Joliet PSD 86,IL-56-099-0860-05,5609908602025,207 S Midland Ave,Joliet,IL,60436,207 S Midland Ave,Joliet,IL,60436,(815)741-7629,Illinois,41.518592,-88.116778,176,16980,Suburb large,17197,Primary,Regular school,Open,Kindergarten,5,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,41,655,0,655,Yes,No,No,No,657,17086,17043,172058005731,1711,NA,Yes under the Community Eligibility Provision (CEP)
2017,172058006191,06191,Isaac Singleton Elem Sch,1720580,Joliet PSD 86,IL-56-099-0860-05,5609908602027,1451 Copperfield Ave,Joliet,IL,60432,1451 Copperfield Ave,Joliet,IL,60432,(815)723-0228,Illinois,41.537866,-88.047494,176,16980,Suburb large,17197,Primary,Regular school,Open,Kindergarten,5,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,37,628,0,628,Yes,No,No,No,628,17086,17043,172058006191,1711,NA,Yes under the Community Eligibility Provision (CEP)
2017,172061002350,02350,Joliet Central High School,1720610,Joliet Twp HSD 204,IL-56-099-2040-17,5609920400001,201 E Jefferson St,Joliet,IL,60432,201 E Jefferson St,Joliet,IL,60432,(815)727-6740,Illinois,41.526226,-88.074472,176,16980,Suburb large,17197,High,Regular school,Open,9,12,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,177,2190,186,2376,No,Yes,No,No,3239,17086,17043,172061002350,1711,NA,Yes participating without using any Provision or the CEP
2017,172061002352,02352,Joliet West High School,1720610,Joliet Twp HSD 204,IL-56-099-2040-17,5609920400003,401 N Larkin Ave,Joliet,IL,60435,401 N Larkin Ave,Joliet,IL,60435,(815)727-6940,Illinois,41.528336,-88.126271,176,16980,Suburb large,17197,High,Regular school,Open,9,12,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,163,1452,132,1584,No,Yes,No,No,3310,17086,17043,172061002352,1711,NA,Yes participating without using any Provision or the CEP
2017,172061005022,05022,Joliet Twp High Sch - Alternate,1720610,Joliet Twp HSD 204,IL-56-099-2040-17,5609920403001,110 Collins St,Joliet,IL,60432,110 Collins St,Joliet,IL,60432,(815)727-6810,Illinois,41.525487,-88.072236,176,16980,Suburb large,17197,High,Regular school,Open,9,12,NA,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,6,49,0,49,No,Yes,No,No,52,17086,17043,172061005022,1711,NA,Yes participating without using any Provision or the CEP
2017,172064002353,02353,Jonesboro Elem School,1720640,County of Union Sch Dist No43,IL-30-091-0430-04,3009104302001,309 Cook Ave,Jonesboro,IL,62952,309 Cook Ave,Jonesboro,IL,62952,(618)833-5148,Illinois,37.45025,-89.275374,-2,-2,Town distant,17181,Primary,Regular school,Open,Pre-K,8,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,31,224,0,224,Yes,No,Yes,No,453,17115,17058,172064002353,1712,NA,Yes under the Community Eligibility Provision (CEP)
2017,172076000502,00502,Proegler School,1720760,Kankakee SD 111,IL-32-046-1110-25,3204611103003,710 N Chicago Ave,Kankakee,IL,60901,710 N Chicago Ave,Kankakee,IL,60901,(815)933-0773,Illinois,41.127901,-87.856396,176,28100,City small,17091,Prekindergarten,Regular school,Open,Pre-K,Pre-K,NA,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,18,281,0,281,Yes,No,No,No,355,17079,17040,172076000502,1702,NA,Yes under the Community Eligibility Provision (CEP)
2017,172076002357,02357,Edison Primary School,1720760,Kankakee SD 111,IL-32-046-1110-25,3204611102003,1991 E Maple St,Kankakee,IL,60901,1991 E Maple St,Kankakee,IL,60901,(815)932-0621,Illinois,41.112472,-87.841613,176,28100,City small,17091,Primary,Regular school,Open,Kindergarten,3,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,12,191,0,191,Yes,No,No,No,238,17079,17040,172076002357,1702,NA,Yes under the Community Eligibility Provision (CEP)
2017,172076002358,02358,Taft Primary School,1720760,Kankakee SD 111,IL-32-046-1110-25,3204611102010,1155 W Hawkins St,Kankakee,IL,60901,1155 W Hawkins St,Kankakee,IL,60901,(815)932-0811,Illinois,41.110751,-87.884208,176,28100,City small,17091,Primary,Regular school,Open,Kindergarten,3,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,22,282,0,282,Yes,No,No,No,391,17079,17040,172076002358,1702,NA,Yes under the Community Eligibility Provision (CEP)
2017,172076002362,02362,Kankakee High School,1720760,Kankakee SD 111,IL-32-046-1110-25,3204611100014,1200 W Jeffery St,Kankakee,IL,60901,1200 W Jeffery St,Kankakee,IL,60901,(815)933-0740,Illinois,41.104982,-87.885939,176,28100,City small,17091,High,Regular school,Open,9,12,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,82,722,0,722,No,Yes,No,No,1243,17079,17040,172076002362,1702,NA,Yes under the Community Eligibility Provision (CEP)
2017,172076002364,02364,Steuben Elementary School,1720760,Kankakee SD 111,IL-32-046-1110-25,3204611102009,520 S Wildwood Ave,Kankakee,IL,60901,520 S Wildwood Ave,Kankakee,IL,60901,(815)933-7813,Illinois,41.113449,-87.854637,176,28100,City small,17091,Primary,Regular school,Open,Pre-K,3,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,13,221,4,225,Yes,No,No,No,297,17079,17040,172076002364,1702,NA,Yes under the Community Eligibility Provision (CEP)
2017,172076002365,02365,Lincoln Cltrl Ctr-Montessori Elem,1720760,Kankakee SD 111,IL-32-046-1110-25,3204611102013,240 Warren Ave,Kankakee,IL,60901,240 Warren Ave,Kankakee,IL,60901,(815)933-0709,Illinois,41.117199,-87.847236,176,28100,City small,17091,Primary,Regular school,Open,Kindergarten,8,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,Yes,No,No,25,252,0,252,Yes,No,Yes,No,440,17079,17040,172076002365,1702,NA,Yes under the Community Eligibility Provision (CEP)
2017,172076002366,02366,King Middle Grade School,1720760,Kankakee SD 111,IL-32-046-1110-25,3204611102016,1440 E Court St,Kankakee,IL,60901,1440 E Court St,Kankakee,IL,60901,(815)933-0750,Illinois,41.118356,-87.847449,176,28100,City small,17091,Primary,Regular school,Open,3,6,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,33,388,0,388,Yes,No,No,No,569,17079,17040,172076002366,1702,NA,Yes under the Community Eligibility Provision (CEP)
2017,172076002367,02367,Mark Twain Primary School,1720760,Kankakee SD 111,IL-32-046-1110-25,3204611102011,2250 E Court St,Kankakee,IL,60901,2250 E Court St,Kankakee,IL,60901,(815)933-0722,Illinois,41.116392,-87.833031,176,28100,City small,17091,Primary,Regular school,Open,Pre-K,3,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,17,254,0,254,Yes,No,No,No,330,17079,17040,172076002367,1702,NA,Yes under the Community Eligibility Provision (CEP)
2017,172076005023,05023,Kankakee Junior High School,1720760,Kankakee SD 111,IL-32-046-1110-25,3204611101008,2250 E Crestwood St,Kankakee,IL,60901,2250 E Crestwood St,Kankakee,IL,60901,(815)933-0730,Illinois,41.114562,-87.832854,176,28100,City small,17091,Middle,Regular school,Open,7,8,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,50,466,0,466,No,No,Yes,No,693,17079,17040,172076005023,1702,NA,Yes under the Community Eligibility Provision (CEP)
2017,172076005569,05569,John Kennedy Middle Grade School,1720760,Kankakee SD 111,IL-32-046-1110-25,3204611102015,1550 W Calista St,Kankakee,IL,60901,1550 W Calista St,Kankakee,IL,60901,(815)933-0764,Illinois,41.113063,-87.885628,176,28100,City small,17091,Primary,Regular school,Open,3,6,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,36,369,0,369,Yes,No,No,No,540,17079,17040,172076005569,1702,NA,Yes under the Community Eligibility Provision (CEP)
2017,172076006402,06402,Avis Huff Student Support Service,1720760,Kankakee SD 111,IL-32-046-1110-25,3204611103004,369 N 5th Ave,Kankakee,IL,60901,369 N 5th Ave,Kankakee,IL,60901,(815)802-7800,Illinois,41.12479,-87.872051,176,28100,City small,17091,Other,Regular school,Open,Kindergarten,12,NA,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,10,52,0,52,Yes,Yes,Yes,No,64,17079,17040,172076006402,1702,NA,No
2017,172079002370,02370,Kansas Elem School,1720790,Kansas CUSD 3,IL-11-023-0030-26,1102300302002,310 S Front,Kansas,IL,61933,310 S Front,Kansas,IL,61933,(217)948-5175,Illinois,39.550477,-87.940576,-2,-2,Rural remote,17045,Primary,Regular school,Open,Pre-K,6,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,9,58,1,59,Yes,No,No,No,109,17110,17055,172079002370,1715,NA,Yes participating without using any Provision or the CEP
2017,172079002371,02371,Kansas High School,1720790,Kansas CUSD 3,IL-11-023-0030-26,1102300300001,310 S Front St,Kansas,IL,61933,310 S Front St,Kansas,IL,61933,(217)948-5175,Illinois,39.550477,-87.940576,-2,-2,Rural remote,17045,High,Regular school,Open,7,12,NA,School is eligible for Title I Schoolwide program (SWP) but provides no program,Yes,Yes,No,No,No,No,11,46,12,58,No,Yes,Yes,No,104,17110,17055,172079002371,1715,NA,Yes participating without using any Provision or the CEP
2017,172088002374,02374,Waterbury Elem School,1720880,Keeneyville SD 20,IL-19-022-0200-02,1902202002002,355 Rodenburg Rd,Roselle,IL,60172,355 Rodenburg Rd,Roselle,IL,60172,(630)893-8180,Illinois,41.975743,-88.110474,176,16980,Suburb large,17043,Primary,Regular school,Open,Kindergarten,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,35,149,12,161,Yes,No,No,No,471,17056,17028,172088002374,1708,NA,Yes participating without using any Provision or the CEP
2017,172088002375,02375,Spring Wood Middle School,1720880,Keeneyville SD 20,IL-19-022-0200-02,1902202001001,5540 Arlington Dr E,Hanover Park,IL,60133,5540 Arlington Dr E,Hanover Park,IL,60133,(630)893-8900,Illinois,41.972932,-88.129025,176,16980,Suburb large,17043,Middle,Regular school,Open,6,8,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,37,290,14,304,No,No,Yes,No,534,17056,17028,172088002375,1708,NA,Yes participating without using any Provision or the CEP
2017,172088004682,04682,Greenbrook Elem School,1720880,Keeneyville SD 20,IL-19-022-0200-02,1902202002003,5208 Arlington Cir,Hanover Park,IL,60133,5208 Arlington Cir,Hanover Park,IL,60133,(630)894-4544,Illinois,41.967934,-88.138738,176,16980,Suburb large,17043,Primary,Regular school,Open,Pre-K,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,41,332,36,368,Yes,No,No,No,585,17056,17028,172088004682,1708,NA,Yes participating without using any Provision or the CEP
2017,172091002377,02377,Kell Grade School,1720910,Kell Cons SD 2,IL-13-058-0020-03,1305800202001,207 N Johnson St,Kell,IL,62853,207 N Johnson St,Kell,IL,62853,(618)822-6234,Illinois,38.491962,-88.902817,476,16460,Rural distant,17121,Primary,Regular school,Open,Kindergarten,8,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,11,71,0,71,Yes,No,Yes,No,98,17107,17054,172091002377,1715,NA,Yes under the Community Eligibility Provision (CEP)
2017,172097002378,02378,The Joseph Sears School,1720970,Kenilworth SD 38,IL-05-016-0380-02,0501603802001,542 Abbotsford Rd,Kenilworth,IL,60043,542 Abbotsford Rd,Kenilworth,IL,60043,(847)256-5006,Illinois,42.089988,-87.718105,176,16980,Suburb large,17031,Primary,Regular school,Open,Pre-K,8,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,56,NA,NA,3,Yes,No,Yes,No,451,17018,17009,172097002378,1709,NA,No
2017,172100002379,02379,Irving Elem School,1721000,Kewanee CUSD 229,IL-28-037-2290-26,2803722902005,609 W Central Blvd,Kewanee,IL,61443,609 W Central Blvd,Kewanee,IL,61443,(309)853-3013,Illinois,41.24194,-89.932806,209,19340,Town distant,17073,Primary,Regular school,Open,2,3,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,15,218,6,224,Yes,No,No,No,274,17074,17037,172100002379,1717,NA,Yes participating without using any Provision or the CEP
2017,172100002380,02380,Central Elem,1721000,Kewanee CUSD 229,IL-28-037-2290-26,2803722902002,215 E Central Blvd,Kewanee,IL,61443,215 E Central Blvd,Kewanee,IL,61443,(309)853-4290,Illinois,41.241821,-89.922849,209,19340,Town distant,17073,Middle,Regular school,Open,4,6,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,25,308,0,308,Yes,No,No,No,390,17074,17037,172100002380,1717,NA,Yes participating without using any Provision or the CEP
2017,172100002381,02381,Belle Alexander Elem School,1721000,Kewanee CUSD 229,IL-28-037-2290-26,2803722902004,1401 Lake St,Kewanee,IL,61443,1401 Lake St,Kewanee,IL,61443,(309)852-2449,Illinois,41.248566,-89.905298,209,19340,Town distant,17073,Primary,Regular school,Open,Kindergarten,1,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,17,179,8,187,Yes,No,No,No,230,17074,17037,172100002381,1717,NA,Yes participating without using any Provision or the CEP
2017,172100002382,02382,Lyle School,1721000,Kewanee CUSD 229,IL-28-037-2290-26,2803722903003,920 N Burr St,Kewanee,IL,61443,920 N Burr St,Kewanee,IL,61443,(309)853-2741,Illinois,41.253712,-89.92249,209,19340,Town distant,17073,Prekindergarten,Regular school,Open,Pre-K,Pre-K,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,4,104,0,104,Yes,No,No,No,128,17074,17037,172100002382,1717,NA,Yes participating without using any Provision or the CEP
2017,172100002383,02383,Kewanee High School,1721000,Kewanee CUSD 229,IL-28-037-2290-26,2803722900001,1101 E 3rd St,Kewanee,IL,61443,1101 E 3rd St,Kewanee,IL,61443,(309)853-3328,Illinois,41.244895,-89.908728,209,19340,Town distant,17073,High,Regular school,Open,9,12,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,33,343,23,366,No,Yes,No,No,561,17074,17037,172100002383,1717,NA,Yes participating without using any Provision or the CEP
2017,172100002954,02954,Neponset Grade School,1721000,Kewanee CUSD 229,IL-28-037-2290-26,2803722902007,201 W Main St,Neponset,IL,61345,201 W Main St,Neponset,IL,61345,(309)594-2306,Illinois,41.294974,-89.791566,176,36860,Rural distant,17011,Primary,Regular school,Open,Pre-K,8,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,9,64,17,81,Yes,No,Yes,No,123,17073,17037,172100002954,1716,NA,Yes participating without using any Provision or the CEP
2017,172100005610,05610,Central Junior High,1721000,Kewanee CUSD 229,IL-28-037-2290-26,2803722901001,215 E Central Blvd,Kewanee,IL,61443,215 E Central Blvd,Kewanee,IL,61443,(309)853-4290,Illinois,41.241849,-89.922931,209,19340,Town distant,17073,Middle,Regular school,Open,7,8,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,15,168,0,168,No,No,Yes,No,233,17074,17037,172100005610,1717,NA,No
2017,172103002386,02386,Kildeer Countryside Elem School,1721030,Kildeer Countryside CCSD 96,IL-34-049-0960-04,3404909602003,3100 Old Mchenry Rd,Long Grove,IL,60047,3100 Old Mchenry Rd,Long Grove,IL,60047,(847)634-3243,Illinois,42.180395,-88.000955,176,16980,Suburb large,17097,Primary,Regular school,Open,1,5,NA,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,34,23,0,23,Yes,No,No,No,466,17051,17026,172103002386,1710,NA,No
2017,172103002388,02388,Willow Grove Early Learning Ctr,1721030,Kildeer Countryside CCSD 96,IL-34-049-0960-04,3404909602002,777 Checker Dr,Buffalo Grove,IL,60089,777 Checker Dr,Buffalo Grove,IL,60089,(847)541-3660,Illinois,42.167739,-87.97674,176,16980,Suburb large,17097,Primary,Regular school,Open,Pre-K,Kindergarten,NA,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,23,28,0,28,Yes,No,No,No,310,17059,17030,172103002388,1710,NA,No
2017,172103003715,03715,Woodlawn Middle School,1721030,Kildeer Countryside CCSD 96,IL-34-049-0960-04,3404909601003,6362 Gilmer Rd,Long Grove,IL,60047,6362 Gilmer Rd,Long Grove,IL,60047,(847)353-8500,Illinois,42.216633,-88.010667,176,16980,Suburb large,17097,Middle,Regular school,Open,6,8,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,48,75,0,75,No,No,Yes,No,640,17051,17026,172103003715,1706,NA,No
2017,172103003716,03716,Country Meadows Elem School,1721030,Kildeer Countryside CCSD 96,IL-34-049-0960-04,3404909602005,6360 Gilmer Rd,Long Grove,IL,60047,6360 Gilmer Rd,Long Grove,IL,60047,(847)353-8600,Illinois,42.217242,-88.012101,176,16980,Suburb large,17097,Primary,Regular school,Open,Kindergarten,5,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,35,106,0,106,Yes,No,No,No,398,17051,17026,172103003716,1706,NA,No
2017,172103003718,03718,Ivy Hall Elementary School,1721030,Kildeer Countryside CCSD 96,IL-34-049-0960-04,3404909602006,1072 Ivy Hall Ln,Buffalo Grove,IL,60089,1072 Ivy Hall Ln,Buffalo Grove,IL,60089,(847)459-0022,Illinois,42.167757,-87.981648,176,16980,Suburb large,17097,Primary,Regular school,Open,1,5,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,38,40,0,40,Yes,No,No,No,438,17059,17030,172103003718,1710,NA,No
2017,172103004410,04410,Prairie Elementary School,1721030,Kildeer Countryside CCSD 96,IL-34-049-0960-04,3404909602004,1530 Brandywyn Ln,Buffalo Grove,IL,60089,1530 Brandywyn Ln,Buffalo Grove,IL,60089,(847)634-3144,Illinois,42.179412,-87.974363,176,16980,Suburb large,17097,Primary,Regular school,Open,1,5,NA,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,31,22,0,22,Yes,No,No,No,423,17059,17030,172103004410,1710,NA,No
2017,172103005513,05513,Twin Groves Middle School,1721030,Kildeer Countryside CCSD 96,IL-34-049-0960-04,3404909601002,2600 N Buffalo Grv,Buffalo Grove,IL,60089,2600 N Buffalo Grv,Buffalo Grove,IL,60089,(847)821-8946,Illinois,42.195949,-87.971126,176,16980,Suburb large,17097,Middle,Regular school,Open,6,8,NA,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,47,35,0,35,No,No,Yes,No,582,17059,17030,172103005513,1710,NA,No
2017,172113002392,02392,Kings Elementary School,1721130,Kings Cons SD 144,IL-47-071-1440-03,4707114402001,100 1st St,Kings,IL,61068,100 1st St,Kings,IL,61068,(815)562-7191,Illinois,42.001637,-89.105367,466,40300,Rural distant,17141,Primary,Regular school,Open,Kindergarten,8,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,11,26,0,26,Yes,No,Yes,No,80,17090,17045,172113002392,1716,NA,Yes participating without using any Provision or the CEP
2017,172118002397,02397,Ledgewood Elem School,1721180,Kinnikinnick CCSD 131,IL-04-101-1310-04,0410113102002,11685 S Gate Rd,Roscoe,IL,61073,11685 S Gate Rd,Roscoe,IL,61073,(815)623-2837,Illinois,42.430956,-88.972644,466,40420,Suburb large,17201,Primary,Regular school,Open,Pre-K,1,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,21,70,12,82,Yes,No,No,No,392,17069,17035,172118002397,1716,NA,Yes participating without using any Provision or the CEP
2017,172118003821,03821,Roscoe Middle School,1721180,Kinnikinnick CCSD 131,IL-04-101-1310-04,0410113101002,6121 Elevator Rd,Roscoe,IL,61073,6121 Elevator Rd,Roscoe,IL,61073,(815)623-2837,Illinois,42.426579,-88.997604,466,40420,Suburb large,17201,Middle,Regular school,Open,6,8,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,36,136,9,145,No,No,Yes,No,608,17069,17035,172118003821,1716,NA,Yes participating without using any Provision or the CEP
2017,172118003822,03822,Kinnikinnick School,1721180,Kinnikinnick CCSD 131,IL-04-101-1310-04,0410113102001,5410 Pine Ln,Roscoe,IL,61073,5410 Pine Ln,Roscoe,IL,61073,(815)623-2837,Illinois,42.420726,-89.011218,466,40420,Suburb large,17201,Primary,Regular school,Open,4,5,NA,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Yes,No,No,No,No,No,25,88,6,94,Yes,No,No,No,376,17069,17035,172118003822,1716,NA,Yes participating without using any Provision or the CEP
2017,172118005428,05428,Stone Creek School,1721180,Kinnikinnick CCSD 131,IL-04-101-1310-04,0410113102003,11633 S Gate Rd,Roscoe,IL,61073,11633 S Gate Rd,Roscoe,IL,61073,(815)623-2837,Illinois,42.429914,-88.971904,466,40420,Suburb large,17201,Primary,Regular school,Open,2,3,NA,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Yes,No,No,No,No,No,21,61,5,66,Yes,No,No,No,334,17069,17035,172118005428,1716,NA,Yes participating without using any Provision or the CEP
2017,172127000294,00294,Prairie View Middle School,1721270,Kirby SD 140,IL-07-016-1400-02,0701614001004,8500 175th St,Tinley Park,IL,60487,8500 175th St,Tinley Park,IL,60487,(708)532-8540,Illinois,41.573824,-87.826181,176,16980,Suburb large,17031,Middle,Regular school,Open,6,8,NA,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,49,69,0,69,No,No,Yes,No,614,17037,17019,172127000294,1703,NA,No
2017,172127002398,02398,Fernway Park Elem School,1721270,Kirby SD 140,IL-07-016-1400-02,0701614002001,16600 S 88th Ave,Orland Park,IL,60462,16600 S 88th Ave,Orland Park,IL,60462,(708)349-3810,Illinois,41.58853,-87.833585,176,16980,Suburb large,17031,Primary,Regular school,Open,Pre-K,5,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,34,88,0,88,Yes,No,No,No,467,17035,17018,172127002398,1703,NA,No
2017,172127002399,02399,Helen Keller Elem School,1721270,Kirby SD 140,IL-07-016-1400-02,0701614002004,7846 163rd St,Tinley Park,IL,60477,7846 163rd St,Tinley Park,IL,60477,(708)532-2144,Illinois,41.596002,-87.80915,176,16980,Suburb large,17031,Primary,Regular school,Open,Pre-K,5,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,29,53,0,53,Yes,No,No,No,382,17028,17014,172127002399,1701,NA,No
2017,172127002402,02402,Virgil I Grissom Middle School,1721270,Kirby SD 140,IL-07-016-1400-02,0701614001003,17000 80th Ave,Tinley Park,IL,60477,17000 80th Ave,Tinley Park,IL,60477,(708)429-3030,Illinois,41.583008,-87.814997,176,16980,Suburb large,17031,Middle,Regular school,Open,6,8,NA,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Yes,No,No,No,No,No,48,76,0,76,No,No,Yes,No,585,17028,17014,172127002402,1703,NA,No
